red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
DIEGO SANCHEZ,JAKE MATTHEWS,27/09/2020,Nightmare,The Celtic Kid,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 26 - 30. Dave Tirelli 26 - 30. Clemens Werner 26 - 30.,Welterweight Bout,-,UFC 253: Adesanya vs. Costa,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,1,25,72,30,48,38,93,0,1,0,50,0,0,0,0,0:00,4:52,12,69,4,3,9,0,23,42,0,1,2,29,48,95,16,4,36,0,92,58,0,1,8,40,26 26 26,30 30 30
WILLIAM KNIGHT,ALEKSA CAMUR,27/09/2020,Knightmare,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Mike Bell 28 - 29. Ahmed Korchi 27 - 30. Dave Tirelli 27 - 30.,Light Heavyweight Bout,-,UFC 253: Adesanya vs. Costa,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,38,17,70,56,58,59,4,1,80,25,1,0,1,0,6:39,5:26,29,8,3,8,6,1,10,9,9,8,19,0,76,47,7,47,15,5,26,52,23,47,50,0,29 30 30,28 27 27
COLBY COVINGTON,TYRON WOODLEY,19/09/2020,Chaos,The Chosen One,W,L,KO/TKO,5,1:19,5 Rnd (5-5-5-5-5),Dan Miragliotta,to Rib injury,Welterweight Bout,-,UFC Fight Night: Covington vs. Woodley,"Las Vegas, Nevada, USA",0,0,78,34,54,40,232,67,3,1,37,100,0,0,0,0,12:01,0:14,47,14,22,15,9,5,43,26,19,8,16,0,60,41,28,44,11,14,55,76,24,23,20,0,40 40 40,35 35 35
KEVIN HOLLAND,DARREN STEWART,19/09/2020,Trailblazer,The Dentist,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29. Ron McCarthy 29 - 28. Eric Colon 28 - 29.,Middleweight Bout,-,UFC Fight Night: Covington vs. Woodley,"Las Vegas, Nevada, USA",0,0,74,57,57,51,163,97,0,3,0,37,0,0,0,0,3:35,4:09,54,26,9,6,11,25,62,33,11,6,1,18,72,45,12,10,14,43,83,57,14,10,1,31,28 29 29,29 28 28
JORDAN ESPINOSA,DAVID DVORAK,19/09/2020,The Gamer,Undertaker,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo 27 - 30. Eric Colon 27 - 30. Derek Cleary 27 - 30.,Flyweight Bout,-,UFC Fight Night: Covington vs. Woodley,"Las Vegas, Nevada, USA",0,0,50,68,30,46,50,69,0,0,0,0,0,0,0,0,0:00,0:04,16,30,14,8,20,30,47,61,3,7,0,0,32,44,28,11,40,44,94,89,6,10,0,0,27 27 27,30 30 30
JESSICA-ROSE CLARK,SARAH ALPAR,19/09/2020,-,Too Sweet,W,L,KO/TKO,3,4:21,3 Rnd (5-5-5),Chris Tognoni,Knee to Head In Clinch,Women's Bantamweight Bout,-,UFC Fight Night: Covington vs. Woodley,"Las Vegas, Nevada, USA",0,0,76,12,71,40,124,26,1,2,100,18,0,0,0,0,8:18,3:28,66,3,9,3,1,6,15,12,25,0,36,0,86,25,11,25,1,50,19,100,32,0,47,0,20 20 20,18 17 18
ROXANNE MODAFFERI,ANDREA LEE,12/09/2020,The Happy Warrior,KGB,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 28 - 29. Sal D'amato 28 - 29. Derek Cleary 28 - 29.,Women's Flyweight Bout,-,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",0,0,60,97,35,51,129,118,4,3,57,75,0,0,0,2,4:49,1:37,56,50,2,23,2,24,57,89,0,5,3,3,93,51,3,23,3,24,95,91,0,5,5,3,29 29 29,28 28 28
ED HERMAN,MIKE RODRIGUEZ,12/09/2020,Short Fuse,Slo Mike,W,L,Submission,3,2:41,3 Rnd (5-5-5),Chris Tognoni,Kimura From Bottom Half Guard,Light Heavyweight Bout,-,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",0,2,40,89,54,71,51,114,2,0,50,0,1,0,1,0,4:09,3:16,14,42,16,30,10,17,19,34,21,48,0,7,35,47,40,33,25,19,47,38,52,53,0,7,18 18 18,20 20 20
KING GREEN,ALAN PATRICK,12/09/2020,-,Nuguette,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30. Derek Cleary 27 - 30. Mike Bell 27 - 30.,Lightweight Bout,-,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",0,0,61,19,64,27,109,38,4,1,66,16,0,0,0,0,7:31,1:43,41,8,18,7,2,4,35,18,17,0,9,1,67,42,29,36,3,21,57,94,27,0,14,5,30 30 30,27 27 27
BILLY QUARANTILLO,KYLE NELSON,12/09/2020,-,The Monster,W,L,KO/TKO,3,0:07,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,Featherweight Bout,-,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",1,0,79,56,52,49,112,62,2,0,33,0,0,0,0,0,3:28,1:27,52,40,15,13,12,3,69,43,10,10,0,3,65,71,18,23,15,5,87,76,12,17,0,5,19 19 20,19 19 18
JULIA AVILA,SIJARA EUBANKS,12/09/2020,Raging Panda,SarJ,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Ron McCarthy 27 - 29. Sal D'amato 27 - 29. Mike Bell 27 - 29.,Women's Bantamweight Bout,-,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",0,0,34,53,39,49,66,107,1,3,100,42,0,3,0,1,1:54,10:12,26,46,4,7,4,0,32,25,1,0,1,28,76,86,11,13,11,0,94,47,2,0,2,52,27 27 27,29 29 29
BROK WEAVER,JALIN TURNER,12/09/2020,Chata Tuska,The Tarantula,L,W,Submission,2,4:20,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Catch Weight Bout,-,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",0,2,56,66,70,43,60,70,1,1,16,100,0,1,1,0,0:28,1:47,17,42,14,17,25,7,48,47,6,6,2,13,30,63,25,25,44,10,85,71,10,9,3,19,9 9 9,10 10 10
BRYAN BARBERENA,ANTHONY IVY,12/09/2020,Bam Bam,Aquaman,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Rick Winter 27 - 30. Junichiro Kamijo 27 - 30. Dave Hagen 28 - 29.,Welterweight Bout,-,UFC Fight Night: Waterson vs. Hill,"Las Vegas, Nevada, USA",0,0,63,36,50,42,175,54,0,5,0,20,2,0,0,0,1:57,5:50,49,26,10,10,4,0,40,19,18,11,5,6,77,72,15,27,6,0,63,52,28,30,7,16,30 30 29,27 27 28
VIVIANE ARAUJO,MONTANA DE LA ROSA,05/09/2020,Vivi,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ron McCarthy 27 - 30. Rick Winter 27 - 30. Derek Cleary 28 - 29.,Women's Flyweight Bout,-,UFC Fight Night: Overeem vs. Sakai,"Las Vegas, Nevada, USA",0,0,82,85,58,39,91,88,0,1,0,16,0,0,0,0,0:12,0:36,57,57,12,12,13,16,80,76,2,9,0,0,69,67,14,14,15,18,97,89,2,10,0,0,29 30 30,28 27 27
COLE SMITH,HUNTER AZURE,05/09/2020,The Cole Train,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Eric Colon 28 - 29. Dave Hagen 28 - 29.,Bantamweight Bout,-,UFC Fight Night: Overeem vs. Sakai,"Las Vegas, Nevada, USA",0,1,31,42,38,75,69,75,2,5,40,62,3,0,0,0,3:13,8:02,16,29,8,5,7,8,20,24,5,5,6,13,51,69,25,11,22,19,64,57,16,11,19,30,28 28 28,29 29 29
ROBBIE LAWLER,NEIL MAGNY,29/08/2020,Ruthless,The Haitian Sensation,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30. Derek Cleary 27 - 30. Ron McCarthy 27 - 30.,Welterweight Bout,-,UFC Fight Night: Smith vs. Rakic,"Las Vegas, Nevada, USA",0,0,26,62,57,70,41,116,0,4,0,57,0,0,1,0,1:33,8:14,18,36,4,21,4,5,15,39,6,16,5,7,69,58,15,33,15,8,57,62,23,25,19,11,27 27 27,30 30 30
RICARDO LAMAS,BILL ALGEO,29/08/2020,The Bully,Senor Perfecto,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 29. Dave Hagen 27 - 29. Ron McCarthy 27 - 29.,Featherweight Bout,fight,UFC Fight Night: Smith vs. Rakic,"Las Vegas, Nevada, USA",0,0,104,89,66,52,127,145,5,1,45,100,0,0,1,0,6:13,1:19,64,57,20,22,20,10,62,71,14,16,28,2,61,64,19,24,19,11,59,79,13,17,26,2,29 29 29,27 27 27
POLYANA VIANA,EMILY WHITMIRE,29/08/2020,Dama de Ferro,Spitfire,W,L,Submission,1,1:53,3 Rnd (5-5-5),Jason Herzog,Armbar From Bottom Guard,Women's Strawweight Bout,-,UFC Fight Night: Smith vs. Rakic,"Las Vegas, Nevada, USA",0,0,9,2,60,18,18,5,0,0,0,0,1,0,0,0,0:00,1:02,6,1,0,0,3,1,6,2,0,0,3,0,66,50,0,0,33,50,66,100,0,0,33,0,- - -,- - -
MARIYA AGAPOVA,SHANA DOBSON,22/08/2020,Money Mashka,Danger,L,W,KO/TKO,2,1:38,3 Rnd (5-5-5),Mark Smith,Punches to Head From Mount,Women's Flyweight Bout,perf,UFC Fight Night: Munhoz vs. Edgar,"Las Vegas, Nevada, USA",0,0,22,24,47,66,56,41,2,2,100,100,0,0,0,1,3:11,2:30,18,18,4,5,0,1,10,6,2,3,10,15,81,75,18,20,0,4,45,25,9,12,45,62,,
AMANDA LEMOS,MIZUKI,22/08/2020,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30. Dave Hagen 27 - 30. Adalaide Byrd 27 - 30.,Women's Strawweight Bout,-,UFC Fight Night: Munhoz vs. Edgar,"Las Vegas, Nevada, USA",1,0,83,57,64,60,102,138,2,0,100,0,0,0,0,0,2:22,6:53,51,30,27,18,5,9,48,34,27,23,8,0,61,52,32,31,6,15,57,59,32,40,9,0,,
CARLTON MINUS,MATTHEW SEMELSBERGER,22/08/2020,Clutch,Semi The Jedi,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 26 - 30. Ron McCarthy 27 - 30. Anthony Maness 28 - 29.,Welterweight Bout,-,UFC Fight Night: Munhoz vs. Edgar,"Las Vegas, Nevada, USA",0,1,77,118,42,50,89,122,0,2,0,100,0,1,0,0,0:00,2:46,61,79,8,16,8,23,76,107,1,7,0,4,79,66,10,13,10,19,98,90,1,5,0,3,,
STIPE MIOCIC,DANIEL CORMIER,15/08/2020,-,DC,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Derek Cleary 46 - 49. Sal D'amato 46 - 49. Junichiro Kamijo 47 - 48.,UFC Heavyweight Title Bout,belt,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",1,0,115,105,61,57,171,145,0,1,0,50,0,0,0,0,5:52,0:53,67,70,31,11,17,24,101,95,14,10,0,0,58,66,26,10,14,22,87,90,12,9,0,0,49 49 48,46 46 47
HERBERT BURNS,DANIEL PINEDA,15/08/2020,The Blaze,The Pit,L,W,KO/TKO,2,4:37,3 Rnd (5-5-5),Mark Smith,Elbows to Head From Crucifix,Featherweight Bout,perf,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",0,0,10,57,45,76,35,173,3,1,75,50,0,0,0,1,2:39,6:13,6,50,2,4,2,3,5,8,1,1,4,48,60,87,20,7,20,5,50,14,10,1,40,84,8 8 8,10 10 10
JIM MILLER,VINC PICHEL,15/08/2020,A-10,From Hell,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Dave Hagen 28 - 29. Eric Colon 27 - 29.,Lightweight Bout,-,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",0,0,14,41,35,52,26,84,2,3,100,60,2,0,1,0,5:10,6:34,6,27,5,11,3,3,7,15,4,9,3,17,42,65,35,26,21,7,50,36,28,21,21,41,27 28 28,29 29 29
TJ BROWN,DANNY CHAVEZ,15/08/2020,Downtown,The Colombian Warrior,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 28 - 29. Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29.,Featherweight Bout,-,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",0,0,43,49,30,44,59,52,0,4,0,100,0,0,0,0,1:03,2:05,25,23,12,8,6,18,38,40,5,0,0,9,58,46,27,16,13,36,88,81,11,0,0,18,28 28 28,29 29 29
ASHLEY YODER,LIVINHA SOUZA,15/08/2020,SpiderMonkey,The Brazilian Gangsta,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Junichiro Kamijo 28 - 29. Dave Hagen 27 - 30.,Women's Strawweight Bout,-,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",0,0,32,46,28,65,89,70,0,1,0,25,0,0,0,0,3:50,2:43,23,15,6,8,3,23,32,36,0,5,0,5,71,32,18,17,9,50,100,78,0,10,0,10,28 27 28,29 30 29
KAI KAMAKA,TONY KELLEY,15/08/2020,The Fighting Hawaiian,Primetime,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Derek Cleary 28 - 29. Tony Weeks 28 - 29.,Featherweight Bout,fight,UFC 252: Miocic vs. Cormier 3,"Las Vegas, Nevada, USA",0,0,114,114,61,50,138,185,5,0,100,0,0,0,0,0,5:09,0:00,49,63,64,35,1,16,90,76,22,38,2,0,42,55,56,30,0,14,78,66,19,33,1,0,29 29 29,28 28 28
DERRICK LEWIS,ALEKSEI OLEINIK,08/08/2020,The Black Beast,The Boa Constrictor,W,L,KO/TKO,2,0:21,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground,Heavyweight Bout,-,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",1,0,35,2,83,33,35,3,1,1,100,100,0,2,1,1,2:39,2:21,34,1,1,1,0,0,5,1,0,0,30,1,97,50,2,50,0,0,14,50,0,0,85,50,,
OMARI AKHMEDOV,CHRIS WEIDMAN,08/08/2020,Wolverine,The All-American,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 29. Ron McCarthy 27 - 29. Eric Colon 28 - 29.,Middleweight Bout,-,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",0,0,33,29,36,51,60,67,4,5,50,31,0,0,0,0,1:34,8:17,25,25,7,4,1,0,21,17,8,1,4,11,75,86,21,13,3,0,63,58,24,3,12,37,,
MAKI PITOLO,DARREN STEWART,08/08/2020,Coconut Bombz,The Dentist,L,W,Submission,1,3:41,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke From Bottom Half Guard,Middleweight Bout,perf,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",0,0,12,13,38,34,14,14,1,0,100,0,0,1,0,0,0:17,0:19,7,9,4,2,1,2,12,13,0,0,0,0,58,69,33,15,8,15,100,100,0,0,0,0,,
YANA SANTOS,JULIJA STOLIARENKO,08/08/2020,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 26 - 30. Eric Colon 27 - 30. Ron McCarthy 27 - 30.,Women's Bantamweight Bout,-,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",0,0,43,6,75,23,209,30,1,0,50,0,0,0,0,0,13:16,0:21,20,5,20,1,3,0,8,5,29,1,6,0,46,83,46,16,6,0,18,83,67,16,13,0,,
BENEIL DARIUSH,SCOTT HOLTZMAN,08/08/2020,-,Hot Sauce,W,L,KO/TKO,1,4:38,3 Rnd (5-5-5),Herb Dean,Spinning Back Fist Head,Lightweight Bout,-,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",1,0,36,9,56,50,36,11,0,0,0,0,0,0,0,0,1:57,0:24,30,4,3,3,3,2,33,9,3,0,0,0,83,44,8,33,8,22,91,100,8,0,0,0,,
TIM MEANS,LAUREANO STAROPOLI,08/08/2020,The Dirty Bird,Pepi,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo 27 - 30. Ron McCarthy 28 - 29. Derek Cleary 28 - 29.,Welterweight Bout,-,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",1,0,85,71,57,44,126,81,2,0,33,0,0,0,0,0,6:07,0:04,55,47,23,19,7,5,61,70,22,1,2,0,64,66,27,26,8,7,71,98,25,1,2,0,,
ANDREW SANCHEZ,WELLINGTON TURMAN,08/08/2020,El Dirte,The Prodigy,W,L,KO/TKO,1,4:14,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Middleweight Bout,perf,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",1,0,28,21,50,41,40,26,0,0,0,0,0,0,0,0,1:11,0:00,23,16,4,1,1,4,26,21,0,0,2,0,82,76,14,4,3,19,92,100,0,0,7,0,,
GAVIN TUCKER,JUSTIN JAYNES,08/08/2020,Guv'nor,The Guitar Hero,W,L,Submission,3,1:43,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,Featherweight Bout,perf,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",0,1,87,41,41,40,88,42,1,0,50,0,4,1,1,1,1:24,0:38,61,30,23,11,3,0,86,31,1,2,0,8,70,73,26,26,3,0,98,75,1,4,0,19,,
YOUSSEF ZALAL,PETER BARRETT,08/08/2020,The Moroccan Devil,Slippery,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 26 - 30. Ron McCarthy 26 - 30. Tony Weeks 27 - 30.,Featherweight Bout,-,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",1,0,54,23,58,40,82,68,3,0,60,0,3,0,0,0,6:54,1:34,40,13,6,9,8,1,41,15,1,8,12,0,74,56,11,39,14,4,75,65,1,34,22,0,,
IRWIN RIVERA,ALI ALQAISI,08/08/2020,The Beast,The Royal Fighter,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 28 - 29. Dave Hagen 29 - 28. Junichiro Kamijo 28 - 29.,Bantamweight Bout,-,UFC Fight Night: Lewis vs. Oleinik,"Las Vegas, Nevada, USA",0,0,36,44,49,41,45,54,2,2,40,22,0,1,0,0,1:02,1:55,30,28,5,7,1,9,28,36,5,8,3,0,83,63,13,15,2,20,77,81,13,18,8,0,,
LANDO VANNATA,KING GREEN,01/08/2020,Groovy,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo 26 - 30. Mike Bell 27 - 30. Derek Cleary 27 - 30.,Lightweight Bout,fight,UFC Fight Night: Brunson vs. Shahbazyan,"Las Vegas, Nevada, USA",0,1,54,115,42,58,64,136,1,3,50,100,0,0,0,0,0:27,3:05,31,67,16,20,7,28,45,89,9,11,0,15,57,58,29,17,12,24,83,77,16,9,0,13,,
FRANKIE SAENZ,JONATHAN MARTINEZ,01/08/2020,-,Dragon,L,W,KO/TKO,3,0:57,3 Rnd (5-5-5),Chris Tognoni,Knee to Head At Distance,Bantamweight Bout,-,UFC Fight Night: Brunson vs. Shahbazyan,"Las Vegas, Nevada, USA",0,3,39,79,54,59,52,88,1,1,25,100,0,0,0,0,1:10,0:45,12,48,8,28,19,3,30,57,9,3,0,19,30,60,20,35,48,3,76,72,23,3,0,24,,
JOHNNY MUNOZ,NATE MANESS,01/08/2020,Kid Kvenbo,Mayhem,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 29. Dave Hagen 27 - 29. Chris Lee 27 - 29.,Featherweight Bout,-,UFC Fight Night: Brunson vs. Shahbazyan,"Las Vegas, Nevada, USA",0,0,49,21,62,42,129,158,2,1,12,100,1,0,0,0,9:42,1:29,18,9,25,12,6,0,16,7,20,14,13,0,36,42,51,57,12,0,32,33,40,66,26,0,,
JAMALL EMMERS,VINCE CACHERO,01/08/2020,Pretty Boy,The Anomaly,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Tony Weeks 27 - 30. Eric Colon 27 - 30. Ron McCarthy 27 - 30.,Featherweight Bout,-,UFC Fight Night: Brunson vs. Shahbazyan,"Las Vegas, Nevada, USA",0,0,103,76,52,50,113,121,5,0,71,0,0,0,0,0,5:47,0:28,58,58,37,10,8,8,78,62,23,11,2,3,56,76,35,13,7,10,75,81,22,14,1,3,,
RAMAZAN EMEEV,NIKLAS STOLZE,25/07/2020,Gorets,Green Mask,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 27 - 30. Anders Ohlsson 27 - 30. Vito Paolillo 28 - 29.,Welterweight Bout,-,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,29,30,43,41,67,41,4,1,33,100,2,0,0,0,6:50,0:21,22,13,5,3,2,14,19,27,7,1,3,2,75,43,17,10,6,46,65,90,24,3,10,6,,
NATHANIEL WOOD,JOHN CASTANEDA,25/07/2020,The Prospect,Sexy Mexi,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Lukasz Bosacki 27 - 30. Mark Collett 27 - 30. David Lethaby 27 - 30.,Bantamweight Bout,-,UFC Fight Night: Whittaker vs. Till,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,131,55,56,42,136,66,1,0,33,0,0,0,0,0,0:49,0:11,59,35,14,6,58,14,123,53,8,2,0,0,45,63,10,10,44,25,93,96,6,3,0,0,,
JACK HERMANSSON,KELVIN GASTELUM,18/07/2020,The Joker,-,W,L,Submission,1,1:18,3 Rnd (5-5-5),Herb Dean,Heel Hook From Bottom Guard,Middleweight Bout,-,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,2,0,50,0,2,1,0,1,0,100,1,0,0,0,0:00,0:33,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,,
MARC DIAKIESE,RAFAEL FIZIEV,18/07/2020,Bonecrusher,Ataman,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,David Lethaby 27 - 30. Lukasz Bosacki 28 - 29. Anders Ohlsson 28 - 29.,Lightweight Bout,fight,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,68,78,45,62,73,82,0,1,0,50,0,0,0,0,0:22,2:49,31,28,19,33,18,17,66,67,2,9,0,2,45,35,27,42,26,21,97,85,2,11,0,2,,
ALEXANDRE PANTOJA,ASKAR ASKAROV,18/07/2020,The Cannibal,Bullet,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Lukasz Bosacki 28 - 29. David Lethaby 28 - 29. Clemens Werner 28 - 29.,Flyweight Bout,-,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,32,41,51,65,40,44,1,2,50,13,0,0,0,1,2:17,5:11,17,31,12,1,3,9,30,34,1,5,1,2,53,75,37,2,9,21,93,82,3,12,3,4,,
BRETT JOHNS,MONTEL JACKSON,18/07/2020,The Pikey,Quik,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 28 - 29. Anders Ohlsson 28 - 29. Clemens Werner 28 - 29.,Bantamweight Bout,-,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,1,11,26,57,59,30,80,8,2,42,66,1,0,0,1,8:42,2:41,7,18,2,6,2,2,4,14,6,5,1,7,63,69,18,23,18,7,36,53,54,19,9,26,,
DAVI RAMOS,ARMAN TSARUKYAN,18/07/2020,Tasmanian Devil,Ahalkalakets,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,David Lethaby 27 - 30. Clemens Werner 27 - 30. Lukasz Bosacki 28 - 29.,Lightweight Bout,-,UFC Fight Night: Figueiredo vs. Benavidez 2,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,33,91,32,46,49,118,0,1,0,20,0,0,0,0,0:18,3:08,20,60,10,13,3,18,29,80,4,6,0,5,60,65,30,14,9,19,87,87,12,6,0,5,,
CALVIN KATTAR,DAN IGE,15/07/2020,-,50K,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge 46 - 49. Mark Collett 46 - 49. David Lethaby 47 - 48.,Featherweight Bout,-,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,105,84,40,38,107,87,1,0,100,0,0,0,0,0,1:06,0:03,70,37,19,30,16,17,95,82,1,2,9,0,66,44,18,35,15,20,90,97,0,2,8,0,,
TIM ELLIOTT,RYAN BENOIT,15/07/2020,-,Baby Face,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29. David Lethaby 28 - 29. Clemens Werner 28 - 29.,Flyweight Bout,-,UFC Fight Night: Kattar vs. Ige,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,0,67,55,39,45,90,64,1,1,7,50,2,2,1,0,2:42,0:22,31,39,16,13,20,3,44,47,14,8,9,0,46,70,23,23,29,5,65,85,20,14,13,0,,
